,index,Movie,Release Date,ARR,prod_budget_bucket,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,person_id,primary_name,birth_year,death_year,primary_profession
10060,351,Ice Age: Collision Course,2016,3.8300636380952384,b4,tt3416828,Ice Age: Collision Course,Ice Age: Collision Course,2016,94.0,"Adventure,Animation,Comedy",nm1154886,Galen T. Chu,,,"animation_department,director,writer"
10083,353,Kingsman: The Golden Circle,2017,3.9308047692307686,b4,tt4649466,Kingsman: The Golden Circle,Kingsman: The Golden Circle,2017,141.0,"Action,Adventure,Comedy",nm0891216,Matthew Vaughn,1971.0,,"producer,writer,director"
10095,355,Gladiator,2000,4.4435320873786415,b4,tt3768506,Gladiator,Gladiator,2014,9.0,"Documentary,Thriller",nm6535454,Laura Clarke,,,"director,writer"
10096,357,A Wrinkle in Time,2018,1.2951639029126214,b4,tt1620680,A Wrinkle in Time,A Wrinkle in Time,2018,109.0,"Adventure,Family,Fantasy",nm1148550,Ava DuVernay,1972.0,,"miscellaneous,writer,producer"
10105,361,Bumblebee,2018,4.5607410686274505,b4,tt4701182,Bumblebee,Bumblebee,2018,114.0,"Action,Adventure,Sci-Fi",nm1325899,Travis Knight,1973.0,,"animation_department,producer,director"
10108,362,Cloud Atlas,2012,1.2811093529411766,b4,tt1371111,Cloud Atlas,Cloud Atlas,2012,172.0,"Action,Drama,Mystery",nm0878756,Tom Tykwer,1965.0,,"composer,writer,director"
10109,362,Cloud Atlas,2012,1.2811093529411766,b4,tt1371111,Cloud Atlas,Cloud Atlas,2012,172.0,"Action,Drama,Mystery",nm0905152,Lilly Wachowski,1967.0,,"writer,producer,director"
10110,362,Cloud Atlas,2012,1.2811093529411766,b4,tt1371111,Cloud Atlas,Cloud Atlas,2012,172.0,"Action,Drama,Mystery",nm0905154,Lana Wachowski,1965.0,,"writer,producer,director"
10138,368,Django Unchained,2012,4.49948323,b4,tt1853728,Django Unchained,Django Unchained,2012,165.0,"Drama,Western",nm0000233,Quentin Tarantino,1963.0,,"writer,actor,producer"
10139,369,Little Fockers,2010,3.10650574,b4,tt0970866,Little Fockers,Little Fockers,2010,98.0,"Comedy,Romance",nm0919369,Paul Weitz,1965.0,,"producer,writer,director"
10143,373,The Other Guys,2010,1.7093647,b4,tt1386588,The Other Guys,The Other Guys,2010,107.0,"Action,Comedy,Crime",nm0570912,Adam McKay,1968.0,,"producer,writer,director"
10149,375,The Wolf of Wall Street,2013,3.89870414,b4,tt0993846,The Wolf of Wall Street,The Wolf of Wall Street,2013,180.0,"Biography,Crime,Drama",nm0000217,Martin Scorsese,1942.0,,"producer,director,actor"
10153,376,Epic,2013,2.62794441,b4,tt0848537,Epic,Epic,2013,102.0,"Adventure,Animation,Family",nm0917188,Chris Wedge,1957.0,,"actor,producer,director"
10171,380,The Expendables 2,2012,3.11979256,b4,tt1764651,The Expendables 2,The Expendables 2,2012,103.0,"Action,Adventure,Thriller",nm0922346,Simon West,1961.0,,"producer,director,actor"
10186,383,Hercules,2014,2.43388614,b4,tt1267297,Hercules,Hercules,2014,98.0,"Action,Adventure,Fantasy",nm0711840,Brett Ratner,1969.0,,"producer,director,actor"
10195,384,The Tourist,2010,2.78731369,b4,tt1243957,The Tourist,The Tourist,2010,103.0,"Action,Adventure,Thriller",nm0003697,Florian Henckel von Donnersmarck,1973.0,,"director,writer,producer"
10207,385,End of Days,1999,2.12026975,b4,tt6498340,End of Days,End of Days,2017,72.0,"Comedy,Documentary,Drama",nm1584846,Christoffer Dreyer,,,"editor,cinematographer,director"
10209,389,Legend of the Guardians: The Owls of Ga'Hoole,2010,1.39716717,b4,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,2010,97.0,"Action,Adventure,Animation",nm0811583,Zack Snyder,1966.0,,"producer,director,writer"
10218,393,Wonder Park,2019,1.15149422,b4,tt6428676,Wonder Park,Wonder Park,2019,85.0,"Adventure,Animation,Comedy",nm0113477,Dylan Brown,,,"animation_department,director,art_department"
10227,395,The Expendables 3,2014,2.09461378,b4,tt2333784,The Expendables 3,The Expendables 3,2014,126.0,"Action,Adventure,Thriller",nm0400850,Patrick Hughes,,,"director,writer,editor"
10239,397,Green Zone,2010,0.9752301999999999,b4,tt0947810,Green Zone,Green Zone,2010,115.0,"Action,Drama,Thriller",nm0339030,Paul Greengrass,1955.0,,"director,producer,writer"
10245,398,Geostorm,2017,2.20796009,b4,tt1981128,Geostorm,Geostorm,2017,109.0,"Action,Sci-Fi,Thriller",nm0002041,Dean Devlin,1962.0,,"producer,actor,director"
10251,399,Point Break,2015,1.26704591,b4,tt2058673,Point Break,Point Break,2015,114.0,"Action,Crime,Sport",nm0179697,Ericson Core,,,"cinematographer,director,camera_department"
10257,400,In the Heart of the Sea,2015,0.89693309,b4,tt1390411,In the Heart of the Sea,In the Heart of the Sea,2015,122.0,"Action,Adventure,Biography",nm0000165,Ron Howard,1954.0,,"actor,producer,director"
10265,401,Transcendence,2014,1.03039258,b4,tt2202408,Transcendence,Transcendence,2012,98.0,Drama,nm1747993,Nicholas P. Richards,,,"art_department,editor,actor"
10266,403,Mortal Engines,2018,0.85287417,b4,tt1571234,Mortal Engines,Mortal Engines,2018,128.0,"Action,Adventure,Fantasy",nm0729514,Christian Rivers,,,"art_department,visual_effects,special_effects"
10278,406,The Peanuts Movie,2015,2.5261778787878786,b4,tt2452042,The Peanuts Movie,The Peanuts Movie,2015,88.0,"Adventure,Animation,Comedy",nm0553942,Steve Martino,1959.0,,"director,miscellaneous,art_department"
10290,408,Robin Hood,2018,0.8560347575757575,b4,tt0955308,Robin Hood,Robin Hood,2010,140.0,"Action,Adventure,Drama",nm0000631,Ridley Scott,1937.0,,"producer,director,production_designer"
10299,411,Alien: Covenant,2017,2.4589819278350515,b4,tt2316204,Alien: Covenant,Alien: Covenant,2017,122.0,"Horror,Sci-Fi,Thriller",nm0000631,Ridley Scott,1937.0,,"producer,director,production_designer"
10311,413,Ice Age: Continental Drift,2012,9.26068565263158,b4,tt1667889,Ice Age: Continental Drift,Ice Age: Continental Drift,2012,88.0,"Adventure,Animation,Comedy",nm0862211,Mike Thurmeier,,,"director,animation_department,visual_effects"
10312,413,Ice Age: Continental Drift,2012,9.26068565263158,b4,tt1667889,Ice Age: Continental Drift,Ice Age: Continental Drift,2012,88.0,"Adventure,Animation,Comedy",nm0553942,Steve Martino,1959.0,,"director,miscellaneous,art_department"
10329,415,Sex and the City 2,2010,3.1019029263157893,b4,tt1261945,Sex and the City 2,Sex and the City 2,2010,146.0,"Comedy,Drama,Romance",nm0455078,Michael Patrick King,1954.0,,"producer,writer,director"
10335,416,Percy Jackson & the Olympians: The Lightning Thief,2010,2.3479039368421053,b4,tt0814255,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,2010,118.0,"Adventure,Family,Fantasy",nm0001060,Chris Columbus,1958.0,,"producer,writer,director"
10341,417,The Campaign,2012,1.1042920631578947,b4,tt1790886,The Campaign,The Campaign,2012,85.0,Comedy,nm0005366,Jay Roach,1957.0,,"producer,director,writer"
10344,418,Unstoppable,2010,1.7444307473684209,b4,tt0477080,Unstoppable,Unstoppable,2010,98.0,"Action,Thriller",nm0001716,Tony Scott,1944.0,2012.0,"producer,director,actor"
10346,422,Ben-Hur,2016,0.9649436631578948,b4,tt2638144,Ben-Hur,Ben-Hur,2016,123.0,"Action,Adventure,Drama",nm0067457,Timur Bekmambetov,1961.0,,"producer,director,writer"
10355,423,Seventh Son,2015,1.1460522842105263,b4,tt1121096,Seventh Son,Seventh Son,2014,102.0,"Action,Adventure,Fantasy",nm0091076,Sergei Bodrov,1948.0,,"writer,director,producer"
10367,428,Kingsman: The Secret Service,2015,4.303848127659576,b4,tt2802144,Kingsman: The Secret Service,Kingsman: The Secret Service,2014,129.0,"Action,Adventure,Comedy",nm0891216,Matthew Vaughn,1971.0,,"producer,writer,director"
10379,430,Rise of the Planet of the Apes,2011,5.064367741935484,b4,tt1318514,Rise of the Planet of the Apes,Rise of the Planet of the Apes,2011,105.0,"Action,Drama,Sci-Fi",nm1012501,Rupert Wyatt,1972.0,,"producer,director,writer"
10388,433,A Good Day to Die Hard,2013,3.3070565000000003,b4,tt1606378,A Good Day to Die Hard,A Good Day to Die Hard,2013,98.0,"Action,Thriller",nm0601382,John Moore,1970.0,,"director,camera_department,producer"
10392,436,The Secret Life of Walter Mitty,2013,2.0644086043956045,b4,tt0359950,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013,114.0,"Adventure,Comedy,Drama",nm0001774,Ben Stiller,1965.0,,"producer,actor,director"
10398,437,Jumanji: Welcome to the Jungle,2017,10.716624366666666,b4,tt2283362,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,2017,119.0,"Action,Adventure,Comedy",nm0440458,Jake Kasdan,1974.0,,"producer,director,actor"
10422,441,Sherlock Holmes,2009,5.538202355555557,b4,tt2304901,Sherlock Holmes,Sherlock Holmes,2011,77.0,Adventure,nm2428276,George Anton,,,"producer,actor,editor"
10423,444,What Lies Beneath,2000,3.207710988888889,b4,tt9111170,What Lies Beneath,What Lies Beneath,2018,,"Drama,Mystery,Thriller",nm10177532,Johnny M. Sizemore,1986.0,,"director,actor,writer"
10424,444,What Lies Beneath,2000,3.207710988888889,b4,tt9111170,What Lies Beneath,What Lies Beneath,2018,,"Drama,Mystery,Thriller",nm10181673,Kerrick Greer,,,"director,writer,producer"
10425,444,What Lies Beneath,2000,3.207710988888889,b4,tt9111170,What Lies Beneath,What Lies Beneath,2018,,"Drama,Mystery,Thriller",nm10183534,Patrick Johnson,,,"director,manager"
10435,445,Rio,2011,5.416886766666668,b4,tt1436562,Rio,Rio,2011,96.0,"Adventure,Animation,Comedy",nm0757858,Carlos Saldanha,1965.0,,"director,producer,actor"
10456,447,Charlie's Angels,2000,2.8859565555555555,b4,tt5033998,Charlie's Angels,Charlie's Angels,2019,,"Action,Adventure,Comedy",nm0006969,Elizabeth Banks,1974.0,,"actress,producer,director"
10483,448,Mulan,1998,3.3722222222222222,b4,tt4566758,Mulan,Mulan,2020,,"Adventure,Drama,Family",nm0138927,Niki Caro,1967.0,,"director,writer,producer"
10495,450,The Girl with the Dragon Tattoo,2011,2.6597107777777778,b4,tt1568346,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,2011,158.0,"Crime,Drama,Mystery",nm0000399,David Fincher,1962.0,,"director,producer,actor"
10499,454,The Magnificent Seven,2016,1.8058350666666667,b4,tt2404435,The Magnificent Seven,The Magnificent Seven,2016,132.0,"Action,Adventure,Western",nm0298807,Antoine Fuqua,1965.0,,"director,producer,actor"
10509,455,Alvin and the Chipmunks: The Road Chip,2015,2.772421733333333,b4,tt2974918,Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,2015,92.0,"Adventure,Animation,Comedy",nm0065608,Walt Becker,1968.0,,"director,producer,writer"
10521,458,Pixels,2015,2.7115756,b4,tt1664775,Pixels,Piksele,2010,100.0,"Action,Comedy",nm3941893,Jacek Lusinski,1969.0,,"director,writer,actor"
10523,462,The Interpreter,2005,1.8083759666666663,b4,tt7368554,The Interpreter,The Interpreter,2018,113.0,"Comedy,Drama",nm0838499,Martin Sulík,1962.0,,"director,writer,actor"
10527,463,Percy Jackson: Sea of Monsters,2013,2.2317728222222217,b4,tt1854564,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,2013,106.0,"Adventure,Family,Fantasy",nm0294457,Thor Freudenthal,1972.0,,"director,writer,visual_effects"
10533,465,Now You See Me 2,2016,3.648055633333333,b4,tt3110958,Now You See Me 2,Now You See Me 2,2016,129.0,"Action,Adventure,Comedy",nm0160840,Jon M. Chu,1979.0,,"producer,writer,director"
10545,467,The Saint,1997,1.8822222222222225,b4,tt5846676,The Saint,Sventasis,2016,96.0,Drama,nm7372429,Andrius Blazevicius,,,"writer,director,editor"
10548,469,Tomb Raider,2018,3.0386389,b4,tt1365519,Tomb Raider,Tomb Raider,2018,119.0,"Action,Adventure,Fantasy",nm1012385,Roar Uthaug,1973.0,,"director,writer,assistant_director"
10563,472,Volcano,1997,1.3344444444444443,b4,tt1695831,Volcano,Eldfjall,2011,99.0,Drama,nm1242172,Rúnar Rúnarsson,1977.0,,"director,producer,writer"
10564,475,Conan the Barbarian,2011,0.7039570333333334,b4,tt0816462,Conan the Barbarian,Conan the Barbarian,2011,113.0,"Action,Adventure,Fantasy",nm1197971,Marcus Nispel,1963.0,,"director,producer,writer"
10576,476,The Three Musketeers,2011,1.554199033333333,b4,tt1509767,The Three Musketeers,The Three Musketeers,2011,110.0,"Action,Adventure,Romance",nm0027271,Paul W.S. Anderson,1965.0,,"writer,producer,director"
10582,477,The Promise,2017,0.11723796666666668,b4,tt10013288,The Promise,The Promise,2017,,Drama,nm8492670,Edwine Dorival,,,"actor,composer,editor"
10584,478,The Nutcracker in 3D,2010,0.22740017777777774,b4,tt1041804,The Nutcracker in 3D,The Nutcracker in 3D,2010,110.0,"Action,Family,Fantasy",nm0464846,Andrey Konchalovskiy,1937.0,,"writer,director,producer"
10590,479,Bright,2017,0.0,b4,tt5519340,Bright,Bright,2017,117.0,"Action,Crime,Fantasy",nm0043742,David Ayer,1968.0,,"writer,director,producer"
10593,483,The Predator,2018,1.8123586704545451,b4,tt3829266,The Predator,The Predator,2018,107.0,"Action,Adventure,Sci-Fi",nm0000948,Shane Black,1961.0,,"writer,actor,director"
10605,484,Fantastic Four,2005,3.807231428571429,b4,tt1502712,Fantastic Four,Fantastic Four,2015,100.0,"Action,Adventure,Drama",nm2503633,Josh Trank,1984.0,,"writer,director,editor"
10620,487,Cast Away,2000,5.026241364705882,b4,tt6473952,Cast Away,Cast Away,2017,90.0,"Adventure,Drama",nm2648766,Vitaliy Versace,1979.0,,"producer,director,actor"
10622,494,Divergent,2014,3.2472348823529416,b4,tt1840309,Divergent,Divergent,2014,139.0,"Action,Adventure,Mystery",nm1139726,Neil Burger,1963.0,,"director,writer,producer"
10628,495,Hotel Transylvania,2012,4.453009552941175,b4,tt0837562,Hotel Transylvania,Hotel Transylvania,2012,91.0,"Animation,Comedy,Family",nm0850733,Genndy Tartakovsky,1970.0,,"producer,writer,director"
10643,496,Shazam!,2019,4.269408623529412,b4,tt0448115,Shazam!,Shazam!,2019,132.0,"Action,Adventure,Comedy",nm2497546,David F. Sandberg,,,"director,composer,writer"
10655,498,Safe House,2012,2.4534372,b4,tt10467112,Safe House,Safe House,2019,,Action,,,,,
10656,504,Tower Heist,2011,1.7696817176470587,b4,tt0471042,Tower Heist,Tower Heist,2011,104.0,"Action,Comedy,Crime",nm0711840,Brett Ratner,1969.0,,"producer,director,actor"
10671,506,Mirror Mirror,2012,2.0425115529411766,b4,tt1667353,Mirror Mirror,Mirror Mirror,2012,106.0,"Adventure,Comedy,Drama",nm0802248,Tarsem Singh,1961.0,,"director,producer,soundtrack"
10680,507,The Holiday,2006,2.4140038117647062,b4,tt1677036,The Holiday,The Holiday,2010,97.0,Drama,nm3963765,Jin-moo Kim,,,"director,writer"
10681,512,The Rundown,2003,0.9509634470588236,b4,tt2963656,The Rundown,The Rundown,2013,,Action,nm5713732,Noah Scott,,,"producer,director,cinematographer"
10683,513,Arthur Christmas,2011,1.7613779294117646,b4,tt1430607,Arthur Christmas,Arthur Christmas,2011,97.0,"Adventure,Animation,Comedy",nm0809877,Sarah Smith,,,"producer,writer,director"
10684,513,Arthur Christmas,2011,1.7613779294117646,b4,tt1430607,Arthur Christmas,Arthur Christmas,2011,97.0,"Adventure,Animation,Comedy",nm0176905,Barry Cook,1958.0,,"director,visual_effects,writer"
10695,514,xXx: Return of Xander Cage,2017,4.059215988235295,b4,tt1293847,xXx: Return of Xander Cage,xXx: Return of Xander Cage,2017,107.0,"Action,Adventure,Thriller",nm0142286,D.J. Caruso,1965.0,,"director,producer,writer"
10701,516,Cats & Dogs: The Revenge of Kitty Galore,2010,1.3297221529411765,b4,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,Cats & Dogs: The Revenge of Kitty Galore,2010,82.0,"Action,Comedy,Family",nm0679031,Brad Peyton,1978.0,,"producer,writer,director"
10713,518,Showtime,2002,0.928809,b4,tt1720297,Showtime,Yong xin tiao,2010,100.0,"Drama,Fantasy,Musical",nm0477102,Stanley Kwan,1957.0,,"director,producer,assistant_director"
10715,523,Father's Day,1997,0.4197774117647059,b4,tt10313204,Father's Day,Father's Day,2020,,Action,nm0004250,Quentin Lee,,,"producer,director,editor"
10718,524,The Greatest Showman,2017,4.603161309523808,b4,tt1485796,The Greatest Showman,The Greatest Showman,2017,105.0,"Biography,Drama,Musical",nm1243905,Michael Gracey,,,"visual_effects,director,producer"
10720,527,RED 2,2013,1.6846113690476192,b4,tt1821694,RED 2,RED 2,2013,116.0,"Action,Comedy,Crime",nm0661751,Dean Parisot,,,"director,producer,writer"
10732,528,Click,2006,2.8810313818181816,b4,tt1596723,Click,Click,2010,127.0,"Drama,Horror,Mystery",nm0803350,Sangeeth Sivan,,,"director,writer,producer"
10735,530,Jumper,2008,2.6986765090909093,b4,tt2923554,Jumper,Jumper,2013,5.0,"Biography,Documentary,Drama",nm3419378,Phil Giordano,1986.0,,"producer,director,assistant_director"
10736,533,The Expendables,2010,3.271563097560976,b4,tt1320253,The Expendables,The Expendables,2010,103.0,"Action,Adventure,Thriller",nm0000230,Sylvester Stallone,1946.0,,"actor,writer,producer"
10742,535,Call of the Wild,2020,0.0,b4,tt7504726,Call of the Wild,Call of the Wild,2020,,"Adventure,Animation,Family",nm0761498,Chris Sanders,1962.0,,"writer,actor,animation_department"
10748,537,The Hunger Games,2012,8.4740422375,b4,tt1392170,The Hunger Games,The Hunger Games,2012,142.0,"Action,Adventure,Sci-Fi",nm0002657,Gary Ross,1956.0,,"writer,producer,director"
10757,538,The Hangover Part II,2011,7.3308038125,b4,tt1411697,The Hangover Part II,The Hangover Part II,2011,102.0,"Comedy,Mystery",nm0680846,Todd Phillips,1970.0,,"producer,director,writer"
10762,540,The Lego Batman Movie,2017,3.883250225,b4,tt4116284,The Lego Batman Movie,The Lego Batman Movie,2017,104.0,"Action,Animation,Comedy",nm0003021,Chris McKay,,,"director,producer,editor"
10804,541,Hotel Transylvania 2,2015,5.868753725,b4,tt2510894,Hotel Transylvania 2,Hotel Transylvania 2,2015,89.0,"Animation,Comedy,Family",nm0850733,Genndy Tartakovsky,1970.0,,"producer,writer,director"
10813,543,The Mummy,1999,5.204818599999999,b4,tt2345759,The Mummy,The Mummy,2017,110.0,"Action,Adventure,Fantasy",nm0476064,Alex Kurtzman,1973.0,,"producer,writer,miscellaneous"
10831,547,Grown Ups 2,2013,3.0877976,b4,tt2191701,Grown Ups 2,Grown Ups 2,2013,101.0,Comedy,nm0240797,Dennis Dugan,1946.0,,"actor,director,producer"
