,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,ROI,Genres,bucket
407,78,2013,The Gatekeepers,1500000,2408553,2592308,3500861,3.3339073333333333,Documentary,r1
408,26,2012,Robot & Frank,2500000,3317468,4934356,5751824,3.3007296,Comedy,r1
408,26,2012,Robot & Frank,2500000,3317468,4934356,5751824,3.3007296,Crime,r1
408,26,2012,Robot & Frank,2500000,3317468,4934356,5751824,3.3007296,Drama,r1
410,12,2008,Heroes,400000,655538,655538,911076,3.27769,Documentary,r1
412,54,2010,N-Secure,1600000,2595644,2595644,3591288,3.244555,Crime,r1
412,54,2010,N-Secure,1600000,2595644,2595644,3591288,3.244555,Drama,r1
412,54,2010,N-Secure,1600000,2595644,2595644,3591288,3.244555,Thriller,r1
414,62,2015,Knock Knock,2000000,36336,6328516,4364852,3.182426,Drama,r1
414,62,2015,Knock Knock,2000000,36336,6328516,4364852,3.182426,Thriller,r1
415,49,2016,The Other Side of the Door,5000000,3000342,12905107,10905449,3.1810898,Drama,r1
420,58,2016,The Meddler,3200000,4267219,5526942,6594161,3.0606753125,Comedy,r1
420,58,2016,The Meddler,3200000,4267219,5526942,6594161,3.0606753125,Drama,r1
420,58,2016,The Meddler,3200000,4267219,5526942,6594161,3.0606753125,Romance,r1
421,93,2017,Columbus,700000,1017107,1110511,1427618,3.0394542857142857,Comedy,r1
422,95,2015,Sardaar Ji,2700000,0,8200000,5500000,3.037037037037037,Comedy,r1
422,95,2015,Sardaar Ji,2700000,0,8200000,5500000,3.037037037037037,Horror,r1
425,43,2013,Grace Unplugged,1700000,2507159,2507159,3314318,2.9495988235294117,Drama,r1
426,9,2016,Don't Think Twice,3000000,4417983,4417983,5835966,2.945322,Comedy,r1
426,9,2016,Don't Think Twice,3000000,4417983,4417983,5835966,2.945322,Drama,r1
429,15,2010,Please Give,3000000,4033574,4570178,5603752,2.867917333333333,Comedy,r1
429,15,2010,Please Give,3000000,4033574,4570178,5603752,2.867917333333333,Drama,r1
430,39,2016,Incarnate,5000000,4799774,9371036,9170810,2.834162,Horror,r1
430,39,2016,Incarnate,5000000,4799774,9371036,9170810,2.834162,Thriller,r1
431,26,1998,Happiness,3000000,2746453,5746453,5492906,2.8309686666666667,Documentary,r1
431,26,1998,Happiness,3000000,2746453,5746453,5492906,2.8309686666666667,Drama,r1
433,81,2016,I'm Not Ashamed,1500000,2082980,2082980,2665960,2.7773066666666666,Drama,r1
435,13,1997,Kama Sutra,3000000,4109095,4109095,5218190,2.7393966666666665,Romance,r1
441,28,2001,The Forsaken,5000000,6755271,6755271,8510542,2.7021084,Drama,r1
441,28,2001,The Forsaken,5000000,6755271,6755271,8510542,2.7021084,Horror,r1
441,28,2001,The Forsaken,5000000,6755271,6755271,8510542,2.7021084,Thriller,r1
442,23,2015,Captive,2000000,2583301,2791973,3375274,2.687637,Drama,r1
442,23,2015,Captive,2000000,2583301,2791973,3375274,2.687637,Thriller,r1
443,9,2011,Submarine,1900000,467602,4581937,3149539,2.657652105263158,Comedy,r1
443,9,2011,Submarine,1900000,467602,4581937,3149539,2.657652105263158,Drama,r1
443,9,2011,Submarine,1900000,467602,4581937,3149539,2.657652105263158,Romance,r1
444,93,2018,Indivisible,2700000,3511417,3588305,4399722,2.6295266666666666,Documentary,r1
447,29,2018,Fahrenheit 11/9,5000000,6352306,6653715,8006021,2.6012042,Documentary,r1
448,54,2016,Paterson,5000000,2141423,10727536,7868959,2.5737918,Comedy,r1
448,54,2016,Paterson,5000000,2141423,10727536,7868959,2.5737918,Drama,r1
448,54,2016,Paterson,5000000,2141423,10727536,7868959,2.5737918,Romance,r1
449,29,2011,Le Havre,5500000,611709,13480196,8591905,2.5621645454545456,Comedy,r1
449,29,2011,Le Havre,5500000,611709,13480196,8591905,2.5621645454545456,Drama,r1
458,25,2018,Hearts Beat Loud,2000000,2386254,2420962,2807216,2.403608,Comedy,r1
458,25,2018,Hearts Beat Loud,2000000,2386254,2420962,2807216,2.403608,Drama,r1
459,33,1996,Bound,4500000,3802260,7011317,6313577,2.403017111111111,Action,r1
459,33,1996,Bound,4500000,3802260,7011317,6313577,2.403017111111111,Drama,r1
461,23,2012,Middle of Nowhere,200000,236806,236806,273612,2.36806,Drama,r1
463,46,2011,Dum Maaro Dum,5200000,564489,11633427,6997916,2.345753076923077,Action,r1
463,46,2011,Dum Maaro Dum,5200000,564489,11633427,6997916,2.345753076923077,Crime,r1
463,46,2011,Dum Maaro Dum,5200000,564489,11633427,6997916,2.345753076923077,Drama,r1
466,32,2005,Oldboy,3000000,707391,6239723,3947114,2.3157046666666665,Action,r1
466,32,2005,Oldboy,3000000,707391,6239723,3947114,2.3157046666666665,Drama,r1
466,32,2005,Oldboy,3000000,707391,6239723,3947114,2.3157046666666665,Mystery,r1
469,26,2017,The Resurrection of Gavin Stone,2000000,2303792,2303792,2607584,2.303792,Comedy,r1
469,26,2017,The Resurrection of Gavin Stone,2000000,2303792,2303792,2607584,2.303792,Drama,r1
470,56,2017,Patti Cake$,1000000,800148,1471090,1271238,2.271238,Drama,r1
474,57,2000,Panic,1000000,779137,1425707,1204844,2.204844,Drama,r1
474,57,2000,Panic,1000000,779137,1425707,1204844,2.204844,Mystery,r1
474,57,2000,Panic,1000000,779137,1425707,1204844,2.204844,Thriller,r1
477,71,2010,Animal Kingdom,4200000,1044039,8078683,4922722,2.172076666666667,Crime,r1
477,71,2010,Animal Kingdom,4200000,1044039,8078683,4922722,2.172076666666667,Drama,r1
478,14,2010,I Want Your Money,400000,433588,433588,467176,2.16794,Documentary,r1
479,18,2012,Samsara,4000000,2672413,5966671,4639084,2.159771,Documentary,r1
487,29,2017,The Wall,3000000,1803064,4495262,3298326,2.099442,Documentary,r1
489,53,1998,Slam,1000000,1009819,1087521,1097340,2.09734,Comedy,r1
489,53,1998,Slam,1000000,1009819,1087521,1097340,2.09734,Drama,r1
489,53,1998,Slam,1000000,1009819,1087521,1097340,2.09734,Romance,r1
490,11,2018,First Reformed,3500000,3448256,3874772,3823028,2.0922937142857143,Drama,r1
490,11,2018,First Reformed,3500000,3448256,3874772,3823028,2.0922937142857143,Mystery,r1
490,11,2018,First Reformed,3500000,3448256,3874772,3823028,2.0922937142857143,Thriller,r1
492,38,2008,Choke,3400000,2926565,4124277,3650842,2.0737770588235294,Action,r1
492,38,2008,Choke,3400000,2926565,4124277,3650842,2.0737770588235294,Drama,r1
492,38,2008,Choke,3400000,2926565,4124277,3650842,2.0737770588235294,Romance,r1
494,23,2001,Iris,5500000,5580479,5580479,5660958,2.029265090909091,Drama,r1
495,25,2010,Letters to God,3000000,2848587,3237452,3086039,2.0286796666666667,Drama,r1
497,30,1993,Nemesis,2000000,2001124,2001124,2002248,2.001124,Drama,r1
499,34,2000,Hamlet,2000000,1577287,2419669,1996956,1.998478,Drama,r1
504,51,2016,The Fits,170000,166425,169242,165667,1.9745117647058823,Drama,r1
508,38,2015,90 Minutes in Heaven,5000000,4816142,4816142,4632284,1.9264568,Drama,r1
509,58,2014,Palo Alto,1000000,767732,1156309,924041,1.924041,Drama,r1
510,96,1997,Sunday,450000,410919,450349,411268,1.9139288888888888,Drama,r1
513,35,2015,The Diary of a Teenage Girl,2000000,1477002,2279959,1756961,1.8784805,Comedy,r1
513,35,2015,The Diary of a Teenage Girl,2000000,1477002,2279959,1756961,1.8784805,Drama,r1
513,35,2015,The Diary of a Teenage Girl,2000000,1477002,2279959,1756961,1.8784805,Romance,r1
515,51,2014,Kill the Messenger,5000000,2450846,6656705,4107551,1.8215102,Crime,r1
515,51,2014,Kill the Messenger,5000000,2450846,6656705,4107551,1.8215102,Drama,r1
517,62,2011,The Future,1000000,568662,1239174,807836,1.807836,Drama,r1
517,62,2011,The Future,1000000,568662,1239174,807836,1.807836,Romance,r1
518,84,2013,The Lords of Salem,1500000,1165881,1541131,1207012,1.8046746666666666,Horror,r1
518,84,2013,The Lords of Salem,1500000,1165881,1541131,1207012,1.8046746666666666,Thriller,r1
520,53,2013,The Sweeney,4500000,26345,8000366,3526711,1.7837135555555557,Action,r1
520,53,2013,The Sweeney,4500000,26345,8000366,3526711,1.7837135555555557,Crime,r1
520,53,2013,The Sweeney,4500000,26345,8000366,3526711,1.7837135555555557,Drama,r1
525,37,2014,Locke,2000000,1370646,2088390,1459036,1.729518,Drama,r1
527,66,2013,The Act of Killing,1000000,486919,1227316,714235,1.714235,Crime,r1
527,66,2013,The Act of Killing,1000000,486919,1227316,714235,1.714235,Documentary,r1
531,52,2010,Rabbit Hole,5000000,2229058,6205034,3434092,1.6868184,Drama,r1
535,7,2014,Blue Ruin,420000,258384,437002,275386,1.6556809523809524,Crime,r1
535,7,2014,Blue Ruin,420000,258384,437002,275386,1.6556809523809524,Drama,r1
535,7,2014,Blue Ruin,420000,258384,437002,275386,1.6556809523809524,Thriller,r1
536,39,2007,In the Shadow of the Moon,2000000,1134358,2175587,1309945,1.6549725,Thriller,r1
537,35,2003,Irreversible,5400000,792200,8133256,3525456,1.6528622222222222,Drama,r1
538,45,2017,Table 19,5000000,3614896,4620399,3235295,1.647059,Comedy,r1
538,45,2017,Table 19,5000000,3614896,4620399,3235295,1.647059,Drama,r1
538,45,2017,Table 19,5000000,3614896,4620399,3235295,1.647059,Romance,r1
539,26,2002,Hybrid,200000,162605,162605,125210,1.62605,Documentary,r1
542,59,2009,Adam,3200000,2283291,2834485,1917776,1.599305,Drama,r1
547,23,2014,La chambre bleue,1400000,260441,1945420,805861,1.575615,Documentary,r1
549,41,2011,Circumstance,900000,454121,958978,513099,1.57011,Drama,r1
550,55,2011,Rubber,500000,100370,680914,281284,1.562568,Comedy,r1
550,55,2011,Rubber,500000,100370,680914,281284,1.562568,Horror,r1
552,56,2017,Demonic,3000000,0,4668109,1668109,1.5560363333333334,Horror,r1
552,56,2017,Demonic,3000000,0,4668109,1668109,1.5560363333333334,Thriller,r1
553,81,2005,November,250000,191862,191862,133724,1.534896,Documentary,r1
558,45,2013,Drinking Buddies,500000,343706,407100,250806,1.501612,Comedy,r1
558,45,2013,Drinking Buddies,500000,343706,407100,250806,1.501612,Drama,r1
558,45,2013,Drinking Buddies,500000,343706,407100,250806,1.501612,Romance,r1
562,78,2012,The Innkeepers,750000,78396,1011535,339931,1.4532413333333334,Drama,r1
562,78,2012,The Innkeepers,750000,78396,1011535,339931,1.4532413333333334,Horror,r1
562,78,2012,The Innkeepers,750000,78396,1011535,339931,1.4532413333333334,Mystery,r1
564,4,2012,The Awakening,4900000,95933,6924321,2120254,1.4327048979591837,Horror,r1
564,4,2012,The Awakening,4900000,95933,6924321,2120254,1.4327048979591837,Thriller,r1
565,82,1999,Sugar Town,250000,178095,178095,106190,1.42476,Drama,r1
565,82,1999,Sugar Town,250000,178095,178095,106190,1.42476,Horror,r1
565,82,1999,Sugar Town,250000,178095,178095,106190,1.42476,Sci-Fi,r1
566,40,2011,Meek's Cutoff,2000000,977772,1869928,847700,1.42385,Drama,r1
567,9,2011,Take Shelter,4750000,1728953,4972016,1950969,1.4107303157894737,Drama,r1
567,9,2011,Take Shelter,4750000,1728953,4972016,1950969,1.4107303157894737,Horror,r1
567,9,2011,Take Shelter,4750000,1728953,4972016,1950969,1.4107303157894737,Thriller,r1
568,46,2016,Green Room,5000000,3220371,3807503,2027874,1.4055748,Horror,r1
568,46,2016,Green Room,5000000,3220371,3807503,2027874,1.4055748,Thriller,r1
572,48,2008,Teeth,2000000,347578,2350641,698219,1.3491095,Documentary,r1
573,43,2006,Simon,1300000,4055,1738663,442718,1.3405523076923076,Thriller,r1
581,47,2018,Thoroughbreds,5000000,3072605,3187302,1259907,1.2519814,Comedy,r1
581,47,2018,Thoroughbreds,5000000,3072605,3187302,1259907,1.2519814,Crime,r1
581,47,2018,Thoroughbreds,5000000,3072605,3187302,1259907,1.2519814,Drama,r1
582,28,2014,Tusk,3000000,1821983,1887554,709537,1.2365123333333334,Comedy,r1
582,28,2014,Tusk,3000000,1821983,1887554,709537,1.2365123333333334,Drama,r1
582,28,2014,Tusk,3000000,1821983,1887554,709537,1.2365123333333334,Horror,r1
583,47,2002,Never Again,500000,307631,308793,116424,1.232848,Drama,r1
585,25,2012,Holy Motors,4000000,641054,4230426,871480,1.21787,Drama,r1
588,70,2014,I Origins,1000000,336472,852399,188871,1.188871,Drama,r1
588,70,2014,I Origins,1000000,336472,852399,188871,1.188871,Romance,r1
588,70,2014,I Origins,1000000,336472,852399,188871,1.188871,Sci-Fi,r1
589,89,2014,Cheap Thrills,100000,59424,59424,18848,1.18848,Comedy,r1
589,89,2014,Cheap Thrills,100000,59424,59424,18848,1.18848,Crime,r1
589,89,2014,Cheap Thrills,100000,59424,59424,18848,1.18848,Drama,r1
594,38,1999,Get Real,2000000,1152411,1152411,304822,1.152411,Drama,r1
597,85,2016,31,1500000,779820,922727,202547,1.1350313333333333,Horror,r1
597,85,2016,31,1500000,779820,922727,202547,1.1350313333333333,Thriller,r1
602,50,2011,Everything Must Go,5000000,2712131,2821010,533141,1.1066282,Comedy,r1
602,50,2011,Everything Must Go,5000000,2712131,2821010,533141,1.1066282,Drama,r1
603,64,2014,23 Blast,1000000,549185,549185,98370,1.09837,Drama,r1
604,8,2013,Only God Forgives,4800000,775849,4494560,470409,1.098001875,Crime,r1
604,8,2013,Only God Forgives,4800000,775849,4494560,470409,1.098001875,Drama,r1
606,79,2001,Bully,2100000,881824,1381824,163648,1.077927619047619,Documentary,r1
607,76,2011,Grave Encounters,2000000,0,2151887,151887,1.0759435,Horror,r1
610,50,2008,The Hammer,850000,442638,442638,35276,1.0415011764705882,Drama,r1
611,60,2015,Lost River,2000000,45431,2009644,55075,1.0275375,Drama,r1
611,60,2015,Lost River,2000000,45431,2009644,55075,1.0275375,Mystery,r1
612,73,2012,Newlyweds,9000,4584,4584,168,1.0186666666666666,Comedy,r1
612,73,2012,Newlyweds,9000,4584,4584,168,1.0186666666666666,Drama,r1
616,72,2012,Blue Like Jazz,1200000,595018,595018,-9964,0.9916966666666667,Comedy,r1
616,72,2012,Blue Like Jazz,1200000,595018,595018,-9964,0.9916966666666667,Drama,r1
623,15,2016,American Honey,3500000,663247,2611750,-225003,0.9357134285714286,Drama,r1
623,15,2016,American Honey,3500000,663247,2611750,-225003,0.9357134285714286,Romance,r1
624,25,2011,Higher Ground,1800000,841056,842693,-116251,0.9354161111111111,Drama,r1
627,84,2006,Unknown,3700000,26403,3355048,-318549,0.9139056756756757,Action,r1
627,84,2006,Unknown,3700000,26403,3355048,-318549,0.9139056756756757,Mystery,r1
627,84,2006,Unknown,3700000,26403,3355048,-318549,0.9139056756756757,Thriller,r1
629,53,2015,Jem and the Holograms,5000000,2184640,2368937,-446423,0.9107154,Drama,r1
631,53,2012,The Other Dream Team,500000,134109,314444,-51447,0.897106,Documentary,r1
637,20,2011,The Art of Getting By,4000000,1430241,1989035,-580724,0.854819,Drama,r1
637,20,2011,The Art of Getting By,4000000,1430241,1989035,-580724,0.854819,Romance,r1
638,42,2006,The Quiet,900000,381420,381420,-137160,0.8476,Drama,r1
641,26,2014,The Signal,4000000,600896,2665322,-733782,0.8165545,Drama,r1
641,26,2014,The Signal,4000000,600896,2665322,-733782,0.8165545,Mystery,r1
641,26,2014,The Signal,4000000,600896,2665322,-733782,0.8165545,Sci-Fi,r1
644,37,2010,I Spit on Your Grave,1750000,93051,1278471,-378478,0.7837268571428572,Horror,r1
644,37,2010,I Spit on Your Grave,1750000,93051,1278471,-378478,0.7837268571428572,Thriller,r1
645,31,2012,Damsels in Distress,3000000,1007535,1324299,-668166,0.777278,Comedy,r1
645,31,2012,Damsels in Distress,3000000,1007535,1324299,-668166,0.777278,Drama,r1
645,31,2012,Damsels in Distress,3000000,1007535,1324299,-668166,0.777278,Romance,r1
646,22,2011,Red State,4000000,1065429,1983596,-950975,0.76225625,Action,r1
646,22,2011,Red State,4000000,1065429,1983596,-950975,0.76225625,Crime,r1
646,22,2011,Red State,4000000,1065429,1983596,-950975,0.76225625,Horror,r1
648,79,2010,Four Lions,3750000,310007,2436111,-1003882,0.7322981333333334,Comedy,r1
648,79,2010,Four Lions,3750000,310007,2436111,-1003882,0.7322981333333334,Crime,r1
648,79,2010,Four Lions,3750000,310007,2436111,-1003882,0.7322981333333334,Drama,r1
651,87,2016,Unsullied,1500000,510957,510957,-478086,0.681276,Action,r1
651,87,2016,Unsullied,1500000,510957,510957,-478086,0.681276,Horror,r1
651,87,2016,Unsullied,1500000,510957,510957,-478086,0.681276,Thriller,r1
654,44,2010,The Virginity Hit,2000000,636706,636706,-726588,0.636706,Comedy,r1
655,47,2005,Yes,1700000,396035,661221,-642744,0.621915294117647,Documentary,r1
656,70,2012,Kill List,800000,29063,462206,-308731,0.61408625,Crime,r1
656,70,2012,Kill List,800000,29063,462206,-308731,0.61408625,Drama,r1
656,70,2012,Kill List,800000,29063,462206,-308731,0.61408625,Horror,r1
658,52,2013,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000,152449,152449,-195102,0.609796,Documentary,r1
660,10,2010,The Square,1900000,406216,740932,-752852,0.6037621052631579,Documentary,r1
660,10,2010,The Square,1900000,406216,740932,-752852,0.6037621052631579,Drama,r1
661,74,2016,The Invitation,1000000,231738,354836,-413426,0.586574,Drama,r1
661,74,2016,The Invitation,1000000,231738,354836,-413426,0.586574,Horror,r1
661,74,2016,The Invitation,1000000,231738,354836,-413426,0.586574,Mystery,r1
663,54,2016,Bodom,1250000,0,726460,-523540,0.581168,Horror,r1
663,54,2016,Bodom,1250000,0,726460,-523540,0.581168,Mystery,r1
663,54,2016,Bodom,1250000,0,726460,-523540,0.581168,Thriller,r1
666,71,2014,Antarctica: A Year on Ice,1000000,288757,288757,-422486,0.577514,Documentary,r1
668,41,2013,Underdogs,2500000,35017,1392649,-1072334,0.5710664,Documentary,r1
671,100,2013,Heli,1000000,0,552614,-447386,0.552614,Crime,r1
671,100,2013,Heli,1000000,0,552614,-447386,0.552614,Drama,r1
671,100,2013,Heli,1000000,0,552614,-447386,0.552614,Romance,r1
672,60,2014,Two Night Stand,1600000,15600,868081,-716319,0.552300625,Comedy,r1
672,60,2014,Two Night Stand,1600000,15600,868081,-716319,0.552300625,Romance,r1
674,83,2008,Happy Valley,250000,67665,67665,-114670,0.54132,Documentary,r1
674,83,2008,Happy Valley,250000,67665,67665,-114670,0.54132,Drama,r1
677,100,2013,Escape from Tomorrow,650000,171962,171962,-306076,0.5291138461538462,Drama,r1
677,100,2013,Escape from Tomorrow,650000,171962,171962,-306076,0.5291138461538462,Horror,r1
678,33,2011,Hobo with a Shotgun,3000000,703372,834953,-1461675,0.512775,Action,r1
678,33,2011,Hobo with a Shotgun,3000000,703372,834953,-1461675,0.512775,Comedy,r1
678,33,2011,Hobo with a Shotgun,3000000,703372,834953,-1461675,0.512775,Horror,r1
679,13,2016,Believe,3500000,890303,890303,-1719394,0.5087445714285714,Documentary,r1
681,8,2015,Brotherly Love,1900000,478595,478595,-942810,0.5037842105263158,Drama,r1
685,84,2013,The Canyons,250000,59671,62375,-127954,0.488184,Drama,r1
685,84,2013,The Canyons,250000,59671,62375,-127954,0.488184,Thriller,r1
687,34,2015,The D Train,3000000,669688,772366,-1557946,0.48068466666666665,Comedy,r1
687,34,2015,The D Train,3000000,669688,772366,-1557946,0.48068466666666665,Drama,r1
691,44,2013,The Brass Teapot,900000,6997,413733,-479270,0.46747777777777777,Comedy,r1
691,44,2013,The Brass Teapot,900000,6997,413733,-479270,0.46747777777777777,Thriller,r1
697,29,2005,Side Effects,200000,44701,44701,-110598,0.44701,Crime,r1
697,29,2005,Side Effects,200000,44701,44701,-110598,0.44701,Drama,r1
697,29,2005,Side Effects,200000,44701,44701,-110598,0.44701,Mystery,r1
698,36,2003,May,1750000,145540,634803,-969657,0.4459102857142857,Documentary,r1
699,38,2015,Above and Beyond,1300000,288751,288751,-722498,0.4442323076923077,Documentary,r1
708,55,2002,The Calling,160000,32092,32092,-95816,0.40115,Drama,r1
708,55,2002,The Calling,160000,32092,32092,-95816,0.40115,Thriller,r1
709,90,2014,The Past is a Grotesque Animal,100000,20056,20056,-59888,0.40112,Documentary,r1
713,29,2014,The Face of Love,4000000,385069,1158877,-2456054,0.3859865,Drama,r1
713,29,2014,The Face of Love,4000000,385069,1158877,-2456054,0.3859865,Mystery,r1
